Var1,Var2,Var3,Var4a,Var4b,Var4c,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Ex.KLD Dryer
USM,14/10/2015,0,1,0,0,79.36,1.51,66.38,1.30,71.24,3.31,64.49,18.59,13.18,14.13
USM,14/10/2015,0,0,0,1,80.28,27.23,66.22,12.88,70.88,3.30,67.01,18.15,13.75,14.13
USM,14/10/2015,0,0,0,1,80.27,26.43,66.26,12.52,70.96,3.27,67.24,18.03,13.87,14.13
WFF,18/05/2016,1,1,0,0,79.97,1.35,67.10,1.11,72.65,4.02,77.86,11.89,14.35,15.6
WT,10/02/2016,1,0,1,0,74.18,19.49,64.96,17.09,68.12,4.21,55.61,17.73,12.71,14.85
WT,10/02/2016,1,0,1,0,74.25,18.58,64.98,16.29,68.26,4.17,55.33,17.92,13.38,14.85
WT,10/02/2016,1,0,1,0,74.25,18.58,64.98,16.29,68.26,4.17,55.33,17.92,13.78,14.85
WT,10/02/2016,1,0,1,0,74.54,17.87,65.03,15.60,68.56,4.24,55.29,18.28,13.67,14.85
BER,21/02/2016,0,1,0,0,77.04,1.87,65.32,1.81,71.51,4.38,54.97,20.91,13.39,14.19
BER,21/02/2016,0,0,0,1,76.85,13.06,65.50,11.12,71.31,4.24,55.04,21.51,13.32,14.19
CBL,05/02/2016,1,1,0,0,77.49,1.96,65.25,2.04,66.52,4.30,57.24,21.45,14.49,15.23
CBL,05/02/2016,1,1,0,0,77.89,1.89,65.98,1.98,67.78,4.29,60.11,20.13,13.46,15.23
CBL,05/02/2016,1,1,0,0,78.11,1.80,65.80,1.87,68.27,4.21,60.44,19.85,13.87,15.23
CBZ,20/01/2016,1,1,0,0,76.16,1.23,67.01,1.44,69.33,3.27,73.19,18.81,14.3,15.06
CBZ,20/01/2016,1,1,0,0,76.19,1.22,67.13,1.28,68.84,3.09,73.62,17.59,13.54,15.06
MTM,31/07/2015,0,1,0,0,79.41,0.82,66.23,1.45,71.50,2.88,74.71,9.85,14.56,15.22
MTM,31/07/2015,0,1,0,0,79.42,0.87,66.46,1.38,71.26,2.95,76.27,10.27,14.17,15.22
MTM,31/07/2015,0,0,1,0,79.39,0.95,66.66,1.27,71.13,2.97,77.33,10.55,14.76,15.22
MTM,31/07/2015,0,0,1,0,79.47,0.96,66.46,1.46,71.23,2.85,77.71,10.47,14.28,15.22
MTM,31/07/2015,0,0,1,0,79.24,15.81,66.50,13.30,70.87,3.03,77.34,11.42,15,15.22
MTM,31/07/2015,0,0,1,0,79.28,15.34,66.52,12.90,70.90,3.04,77.55,11.44,14.59,15.22
USM,19/10/2015,0,0,0,1,78.43,25.65,66.81,14.92,69.61,3.42,74.86,17.16,14.48,14.34
USM,19/10/2015,0,0,0,1,78.28,25.12,66.99,14.69,69.62,3.37,75.45,17.07,14.69,14.34
USM,19/10/2015,0,0,0,1,78.19,24.61,67.14,14.45,69.64,3.32,75.79,16.88,14.52,14.34
USM,19/10/2015,0,0,0,1,78.12,24.14,67.32,14.25,69.63,3.28,76.09,16.70,14.41,14.34
USM,19/10/2015,0,0,0,1,77.86,22.64,67.52,16.15,69.51,3.23,76.14,16.82,13.31,14.34
USM,19/10/2015,0,0,0,1,77.69,23.35,67.54,17.41,69.32,3.19,76.15,16.77,14.09,14.34
USM,19/10/2015,0,0,0,1,77.69,23.35,67.54,17.41,69.32,3.19,76.15,16.77,13.69,14.34
WFF,18/05/2016,1,1,0,0,79.97,1.35,67.10,1.11,72.65,4.02,77.86,11.89,14.14,15.73
WFF,18/05/2016,1,1,0,0,80.47,1.45,66.92,1.23,73.48,4.21,75.87,12.24,13.9,15.73
WT,18/02/2016,1,1,0,0,75.50,1.81,65.13,1.63,69.57,3.96,55.46,19.14,13.18,14.94
BER,26/02/2016,1,0,0,1,77.06,14.35,65.60,12.19,71.44,4.22,55.74,21.29,13.64,15.01
BER,26/02/2016,1,0,0,1,77.20,14.04,65.59,11.89,71.62,4.25,55.95,21.34,13.2,15.01
CTL,11/03/2016,1,1,0,0,79.52,1.96,65.85,1.54,74.98,3.53,52.74,17.74,13.49,15.35
CTL,11/03/2016,1,1,0,0,79.73,1.91,65.93,1.54,74.96,3.58,54.64,17.02,13.9,15.35
HIF,15/10/2016,1,1,0,0,74.92,31.93,66.61,28.39,68.75,4.23,55.41,14.64,14.14,14.7
HIF,15/10/2016,1,1,0,0,74.74,28.64,66.40,25.46,68.76,4.20,54.88,14.67,13.24,14.7
HIF,15/10/2016,1,1,0,0,74.76,26.19,66.27,23.23,68.94,4.15,54.72,14.89,14.02,14.7
MTM,04/08/2015,0,0,1,0,79.36,20.12,66.61,16.91,71.27,3.09,77.95,11.94,14.58,15.04
MTM,04/08/2015,0,0,0,1,79.47,18.68,66.64,15.68,71.61,3.21,77.20,12.34,14.28,15.04
MTM,04/08/2015,0,0,0,1,79.47,18.68,66.64,15.68,71.61,3.21,77.20,12.34,14.38,15.04
MTM,04/08/2015,0,0,0,1,79.48,18.40,66.60,15.44,71.59,3.20,77.24,12.26,14.06,15.04
MTM,04/08/2015,0,0,0,1,79.50,18.14,66.61,15.22,71.61,3.19,77.22,12.15,13.45,15.04
USM,10/12/2015,0,1,0,0,77.51,1.56,67.17,1.07,70.01,3.88,80.55,12.47,14.46,14.14
USM,10/12/2015,0,1,0,0,77.52,1.45,67.15,1.64,69.87,3.45,78.35,14.63,13.63,14.14
USM,10/12/2015,0,1,0,0,77.64,15.59,67.22,13.53,70.38,3.24,75.09,16.65,13.95,14.14
USM,10/12/2015,0,1,0,0,77.60,14.18,66.95,12.32,69.71,3.68,73.74,18.25,14.36,14.14
USM,10/12/2015,0,0,1,0,77.49,10.93,66.75,9.51,69.11,3.64,72.67,18.06,14.73,14.14
USM,10/12/2015,0,0,1,0,77.24,9.95,66.57,8.68,68.85,3.72,72.01,17.61,14.4,14.14
USM,10/12/2015,0,0,1,0,77.22,9.56,66.53,8.35,68.70,3.75,71.73,17.54,13.83,14.14
WFF,18/05/2016,1,1,0,0,80.47,1.45,66.92,1.23,73.48,4.21,75.87,12.24,14.37,15.55
BER,15/03/2016,0,1,0,0,80.18,1.35,65.87,1.42,74.94,3.54,61.17,17.37,12.89,14.99
BER,15/03/2016,0,0,0,1,80.01,14.81,65.10,12.15,75.47,4.19,49.42,18.55,13.37,14.99
BER,15/03/2016,0,0,0,1,80.10,14.65,65.09,11.99,75.56,4.19,49.39,18.56,13.47,14.99
CBZ,22/01/2016,1,1,0,0,76.28,1.13,66.43,1.49,67.69,2.19,75.10,11.88,13.96,15.21
CTL,12/03/2016,1,1,0,0,80.26,1.41,65.95,1.38,75.30,3.45,57.73,16.50,13.37,15.34
HIF,05/09/2015,0,1,0,0,79.81,0.90,65.36,1.15,70.79,2.86,78.48,9.70,14.08,14.59
HIF,05/09/2015,0,1,0,0,79.99,0.91,66.06,1.25,71.56,2.86,77.60,8.73,13.78,14.59
HIF,05/09/2015,0,1,0,0,78.88,1.75,66.60,1.30,70.11,3.25,82.14,9.84,14.06,14.59
HIF,05/09/2015,0,0,1,0,78.20,1.98,67.12,1.61,69.96,2.99,82.45,9.07,14.38,14.59
HIF,05/09/2015,0,0,1,0,78.31,23.04,66.65,19.63,70.31,3.01,79.35,9.63,14,14.59
HIF,05/09/2015,0,0,1,0,78.44,21.74,66.37,18.43,70.40,3.00,78.57,9.59,13.59,14.59
HIF,05/09/2015,0,0,0,1,78.70,16.82,66.67,14.28,70.90,3.01,78.62,10.74,13.02,14.59
HIF,05/09/2015,0,0,0,1,77.96,18.33,66.93,14.39,69.69,3.67,75.08,16.30,13,14.59
MTM,25/08/2015,0,1,0,0,78.95,0.52,65.85,1.62,71.38,3.25,71.19,12.65,13.91,14.86
MTM,25/08/2015,0,0,0,1,79.14,20.41,66.44,17.17,71.35,2.88,75.98,11.84,13.74,14.86
MTM,25/08/2015,0,0,0,1,78.85,19.27,66.59,16.30,70.89,3.06,77.68,12.21,13.76,14.86
MTM,25/08/2015,0,0,0,1,78.63,21.05,66.50,17.84,70.79,2.92,77.53,10.96,13.73,14.86
MTM,25/08/2015,0,0,0,1,78.71,20.50,66.52,17.36,70.88,2.93,77.62,10.87,13.92,14.86
USM,18/12/2015,1,1,0,0,76.76,1.37,66.11,1.81,67.81,3.60,71.26,15.01,13.79,14.51
USM,18/12/2015,1,1,0,0,76.78,1.43,65.98,1.91,67.58,3.65,70.79,15.60,13.21,14.51
USM,18/12/2015,1,0,1,0,76.49,1.63,65.89,1.87,67.64,3.82,69.44,16.35,13.22,14.51
USM,18/12/2015,1,0,1,0,76.22,1.67,65.82,1.87,67.21,3.84,69.71,16.30,13.6,14.51
USM,18/12/2015,1,0,1,0,76.14,1.68,65.64,2.06,67.00,4.00,68.89,16.60,13.55,14.51
WFF,19/05/2016,1,1,0,0,80.97,1.35,66.86,1.22,74.33,4.34,73.98,12.40,14.11,15.59
WFF,19/05/2016,1,1,0,0,81.05,1.94,66.61,1.35,74.79,4.55,70.37,13.02,13.5,15.59
WT,21/02/2016,1,1,0,0,77.22,1.65,64.94,1.84,71.50,4.27,52.64,23.02,13.19,14.88
CBL,08/02/2016,1,1,0,0,78.09,1.97,64.64,1.82,68.95,3.60,58.21,18.54,13.29,15.28
CBL,08/02/2016,1,1,0,0,77.02,2.33,64.68,1.74,68.67,3.67,55.37,18.02,13.72,15.28
CBL,08/02/2016,1,1,0,0,76.42,2.46,64.85,1.67,68.86,3.72,53.65,17.02,13.28,15.28
CBZ,22/01/2016,1,1,0,0,76.28,1.13,66.43,1.49,67.69,2.19,75.10,11.88,13.81,15.24
CBZ,22/01/2016,1,1,0,0,76.05,1.33,66.24,1.37,68.30,2.78,73.15,13.01,13.73,15.24
MTM,11/09/2015,0,0,1,0,78.32,20.56,66.58,17.52,70.46,2.91,79.07,9.71,13.45,14.83
MTM,11/09/2015,0,0,1,0,78.39,18.76,66.73,16.01,70.58,2.93,79.39,10.45,13.84,14.83
MTM,11/09/2015,0,0,0,1,78.92,16.34,66.76,13.84,71.31,3.40,78.26,11.66,14.12,14.83
MTM,11/09/2015,0,0,0,1,79.12,21.05,66.88,17.80,71.40,3.29,78.89,11.80,13.49,14.83
SEL,04/07/2015,0,1,0,0,79.31,29.57,65.83,24.58,72.49,3.63,68.63,15.88,13.34,15.19
SEL,04/07/2015,0,0,0,1,79.44,18.98,66.50,15.90,71.90,3.36,74.28,13.89,13.25,15.19
SEL,04/07/2015,0,0,0,1,79.31,18.08,66.62,15.21,71.72,3.40,75.29,13.97,13.02,15.19
WFF,20/05/2016,1,1,0,0,81.34,2.11,66.33,1.43,75.42,4.49,67.52,12.35,14.06,15.7
WT,22/02/2016,1,1,0,0,77.22,1.76,64.41,1.73,71.40,4.76,50.43,24.20,13.33,14.85
WT,22/02/2016,1,1,0,0,76.44,2.12,64.81,1.52,70.37,5.04,49.07,24.35,12.85,14.85
BER,22/04/2016,1,1,0,0,82.99,0.75,65.25,1.48,78.02,3.04,58.19,15.36,13.53,15.43
BER,22/04/2016,1,1,0,0,82.35,1.23,64.68,1.67,76.96,3.32,48.62,18.60,13.29,15.43
CBL,10/02/2016,1,1,0,0,74.74,1.62,65.06,1.48,68.76,3.84,49.10,13.95,13.81,15.35
CBZ,23/01/2016,1,1,0,0,75.98,1.37,65.83,1.33,68.60,2.97,72.57,12.90,13.92,15.24
CTL,14/03/2016,1,1,0,0,80.26,6.80,65.34,5.57,74.93,3.83,55.35,17.11,13.25,15.58
CTL,14/03/2016,1,0,1,0,80.18,6.37,65.44,5.26,74.99,3.73,54.23,17.22,13.39,15.58
MTM,29/09/2015,0,1,0,0,80.01,0.77,67.14,0.63,72.20,2.66,77.14,13.25,13.93,14.86
MTM,29/09/2015,0,1,0,0,80.01,0.77,67.14,0.63,72.20,2.66,77.14,13.25,14.17,14.86
MTM,29/09/2015,0,1,0,0,80.01,0.77,67.14,0.63,72.20,2.66,77.14,13.25,14.18,14.86
MTM,29/09/2015,0,0,1,0,80.01,0.77,67.14,0.63,72.20,2.66,77.14,13.25,13.75,14.86
MTM,29/09/2015,0,0,1,0,79.75,0.82,66.93,0.96,71.60,2.78,78.06,12.78,14.39,14.86
WFF,20/05/2016,1,1,0,0,81.34,2.11,66.33,1.43,75.42,4.49,67.52,12.35,13.89,15.69
WFF,20/05/2016,1,1,0,0,81.20,1.83,66.51,1.45,75.56,4.24,65.24,13.75,13.01,15.69
WT,22/02/2016,1,1,0,0,76.44,2.12,64.81,1.52,70.37,5.04,49.07,24.35,12.85,14.91
WT,22/02/2016,1,1,0,0,76.33,2.06,64.94,1.61,70.63,4.83,50.75,21.14,13.4,14.91
WT,22/02/2016,1,1,0,0,76.77,2.04,65.27,1.78,71.52,4.70,53.56,20.77,13.78,14.91
CBL,11/02/2016,1,1,0,0,74.60,1.71,64.96,1.53,69.21,3.90,50.50,12.82,12.95,15.21
CBL,11/02/2016,1,1,0,0,74.34,1.57,64.97,1.64,69.04,3.89,51.25,14.42,13.36,15.21
CBL,11/02/2016,1,0,0,1,75.67,15.96,65.30,13.78,69.94,4.21,55.28,21.07,14.16,15.21
CTL,18/03/2016,1,1,0,0,79.75,7.90,65.38,6.55,75.07,3.85,48.51,16.67,12.88,15.57
CTL,18/03/2016,1,1,0,0,80.00,7.27,65.44,6.01,75.40,3.72,48.87,16.84,13.51,15.57
HIF,16/09/2015,0,0,1,0,79.26,1.22,66.68,1.43,71.91,3.07,77.10,11.81,13.44,14.64
HIF,16/09/2015,0,0,1,0,79.45,1.32,66.66,1.43,71.97,3.29,77.48,12.08,13.55,14.64
HIF,16/09/2015,0,0,1,0,79.54,19.78,66.83,16.64,71.89,3.31,78.71,12.19,14.23,14.64
HIF,16/09/2015,0,0,1,0,79.58,19.12,66.85,16.08,71.92,3.27,78.52,12.26,13.76,14.64
HIF,16/09/2015,0,0,0,1,79.61,18.52,66.87,15.57,71.93,3.24,78.50,12.35,12.46,14.64
HIF,16/09/2015,0,0,0,1,79.61,18.52,66.87,15.57,71.93,3.24,78.50,12.35,13.79,14.64
HIF,16/09/2015,0,0,0,1,79.61,18.52,66.87,15.57,71.93,3.24,78.50,12.35,13.8,14.64
HIF,16/09/2015,0,0,0,1,79.61,18.52,66.87,15.57,71.93,3.24,78.50,12.35,13.92,14.64
MTM,07/10/2015,0,0,1,0,78.44,1.81,66.85,2.00,70.27,3.36,73.77,19.05,13.61,14.82
MTM,07/10/2015,0,0,1,0,78.63,1.85,66.85,1.92,70.48,3.36,73.33,18.67,13.55,14.82
MTM,07/10/2015,0,0,0,1,79.01,1.75,66.67,1.79,70.85,3.48,71.93,18.11,13.31,14.82
MTM,07/10/2015,0,0,0,1,78.78,1.76,66.37,2.00,70.57,3.51,70.32,19.14,13.06,14.82
WFF,21/05/2016,1,1,0,0,81.06,2.09,66.49,1.49,75.79,4.29,61.90,13.36,13.67,15.52
WT,22/02/2016,0,1,0,0,77.01,1.93,65.30,1.80,71.49,4.50,54.99,20.77,13.59,14.83
WT,22/02/2016,0,0,1,0,76.56,19.16,65.42,16.42,70.84,3.88,58.41,20.70,13.86,14.83
BER,23/04/2016,0,1,0,0,82.16,34.17,64.34,26.80,77.23,3.37,44.10,16.65,13.15,15.36
BER,23/04/2016,0,0,1,0,81.85,19.57,64.63,15.66,76.86,3.76,45.25,17.38,12.84,15.36
CBZ,25/01/2016,1,1,0,0,76.73,1.60,65.54,1.72,68.91,3.74,65.57,17.51,13.64,15.1
CTL,21/03/2016,1,1,0,0,80.40,1.02,65.74,1.39,76.33,2.75,49.71,18.27,13.11,15.55
CTL,21/03/2016,1,1,0,0,80.41,1.15,65.48,1.40,75.83,3.17,48.64,18.97,12.99,15.55
HIF,27/09/2015,0,0,1,0,79.87,1.13,67.30,0.66,71.89,3.05,79.58,12.53,14.25,14.65
HIF,27/09/2015,0,0,1,0,79.87,1.13,67.30,0.66,71.89,3.05,79.58,12.53,14.15,14.65
HIF,27/09/2015,0,0,1,0,79.87,1.13,67.30,0.66,71.89,3.05,79.58,12.53,14.07,14.65
HIF,27/09/2015,0,0,1,0,79.88,1.09,66.97,1.04,71.81,2.95,79.25,11.83,13.82,14.65
HIF,27/09/2015,0,0,0,1,78.95,1.89,67.44,1.56,70.78,3.27,82.03,11.86,14.38,14.65
HIF,27/09/2015,0,0,0,1,79.27,1.69,66.89,1.61,71.19,3.35,74.28,17.12,13.83,14.65
HIF,27/09/2015,0,0,0,1,79.20,1.67,66.81,1.63,71.08,3.41,73.63,17.32,14.04,14.65
HIF,27/09/2015,0,0,0,1,79.00,1.71,66.56,1.85,70.83,3.46,72.18,18.39,13.84,14.65
HIF,27/09/2015,0,0,0,1,79.77,22.75,66.59,10.92,70.78,3.33,71.75,18.05,14.31,14.65
YTMZ,12/03/2016,1,1,0,0,80.31,1.45,66.01,1.35,75.54,3.36,55.44,15.48,12.96,15.81
YTMZ,12/03/2016,1,1,0,0,80.38,1.45,66.07,1.39,75.38,3.48,57.14,14.76,12.97,15.81
BER,25/04/2016,1,0,1,0,81.87,1.37,64.72,2.89,76.80,3.86,46.11,17.24,13.52,15.86
BER,25/04/2016,1,0,1,0,81.81,1.36,64.85,2.80,76.74,3.81,46.45,16.59,13.63,15.86
CBL,18/02/2016,1,1,0,0,74.65,1.24,64.97,1.50,68.56,3.69,55.76,17.80,13.52,15.37
CBL,18/02/2016,1,1,0,0,74.65,1.24,64.97,1.50,68.56,3.69,55.76,17.80,13.96,15.37
CBL,18/02/2016,1,1,0,0,75.50,1.81,65.13,1.63,69.57,3.96,55.46,19.14,13.99,15.37
CBZ,27/01/2016,1,1,0,0,77.17,1.74,64.90,1.95,68.25,4.01,61.90,19.39,13.38,15.25
CBZ,27/01/2016,1,1,0,0,77.40,1.81,65.17,1.99,68.25,4.27,60.78,18.99,12.88,15.25
CJQ,03/05/2016,1,1,0,0,81.02,23.03,66.23,18.85,75.06,3.90,60.97,16.71,13.86,16.47
CJQ,03/05/2016,1,0,1,0,81.06,21.69,66.22,17.74,75.17,3.91,60.76,16.14,13.71,16.47
CJQ,03/05/2016,1,0,1,0,81.12,19.58,66.19,16.01,75.30,3.84,60.35,16.29,13.42,16.47
CJQ,03/05/2016,1,0,1,0,81.22,18.76,66.16,15.30,75.47,3.84,59.71,16.34,13.23,16.47
CTL,22/03/2016,1,1,0,0,79.57,26.28,65.07,21.49,74.25,4.31,47.00,19.74,13.28,15.79
CTL,22/03/2016,1,1,0,0,78.99,24.14,65.02,19.85,73.66,4.58,45.70,20.01,13.17,15.79
MTM,31/10/2015,0,1,0,0,79.78,0.61,66.53,0.99,72.57,2.23,68.48,13.75,14.24,15.13
MTM,31/10/2015,0,1,0,0,79.78,0.61,66.53,0.99,72.57,2.23,68.48,13.75,14.24,15.13
MTM,31/10/2015,0,0,1,0,79.67,31.30,66.07,25.97,71.60,2.64,74.65,12.06,14.47,15.13
WFF,22/05/2016,1,1,0,0,81.55,1.37,66.44,1.49,76.55,4.08,59.41,15.96,12.9,15.58
WFF,22/05/2016,1,1,0,0,81.62,1.31,66.29,1.52,76.42,4.13,60.46,16.57,12.95,15.58
WT,02/03/2016,1,1,0,0,75.65,1.17,65.70,1.67,70.05,3.41,58.19,20.10,13.75,14.87
WT,02/03/2016,1,1,0,0,75.46,1.25,65.20,1.90,69.67,3.54,55.05,22.80,13.01,14.87
YTMZ,13/03/2016,1,1,0,0,80.79,1.16,65.79,1.37,75.54,3.44,58.59,12.46,13.38,15.71
YTMZ,13/03/2016,1,1,0,0,80.53,1.23,65.71,1.35,75.40,3.42,58.96,15.42,13.29,15.71
YTMZ,13/03/2016,1,1,0,0,80.42,1.55,65.43,1.46,75.06,3.79,57.19,16.40,13.22,15.71
CBL,19/02/2016,1,1,0,0,76.43,1.94,64.99,1.75,70.83,4.15,52.70,21.87,12.88,15.16
CBL,19/02/2016,1,1,0,0,76.24,2.02,65.04,1.63,70.45,4.45,51.45,22.64,13.35,15.16
CBZ,27/01/2016,1,1,0,0,77.40,1.81,65.17,1.99,68.25,4.27,60.78,18.99,14.01,15.21
CBZ,27/01/2016,1,1,0,0,77.51,1.88,65.06,2.21,67.67,4.56,58.81,19.46,13.21,15.21
CJQ,10/05/2016,1,1,0,0,81.54,1.31,66.04,1.36,76.19,3.60,57.50,15.41,13.5,16.32
CJQ,10/05/2016,1,1,0,0,81.78,1.40,66.01,1.39,76.58,3.72,57.26,15.24,13.9,16.32
HIF,20/10/2015,0,0,1,0,81.07,38.34,65.78,17.67,70.15,3.24,66.14,18.29,13.99,14.87
HIF,20/10/2015,0,0,1,0,80.88,36.18,65.90,16.77,70.28,3.24,66.80,18.23,13.17,14.87
HIF,20/10/2015,0,0,0,1,80.62,31.40,66.12,14.72,70.76,3.20,67.57,17.66,14.16,14.87
HIF,20/10/2015,0,0,0,1,80.50,32.82,66.07,18.50,70.81,3.14,69.02,17.13,15,14.87
HIF,20/10/2015,0,0,0,1,78.04,24.59,67.37,14.53,69.52,3.24,76.31,16.68,13.96,14.87
HIF,20/10/2015,0,0,0,1,77.87,23.67,67.63,14.09,69.54,3.18,77.05,16.42,14.43,14.87
HIF,20/10/2015,0,0,0,1,77.62,23.67,67.58,17.65,69.23,3.15,76.31,16.76,14.68,14.87
MTM,03/11/2015,0,0,1,0,77.76,27.27,66.93,23.48,70.42,2.56,80.68,10.85,13.97,15.15
MTM,03/11/2015,0,0,1,0,77.26,24.65,66.88,21.33,69.38,3.31,80.55,10.10,13.38,15.15
MTM,03/11/2015,0,0,0,1,75.56,16.89,68.03,15.23,68.13,2.91,84.46,10.96,14.28,15.15
MTM,03/11/2015,0,0,0,1,75.62,16.23,68.25,14.68,68.28,2.87,84.43,10.73,14.31,15.15
MTM,03/11/2015,0,0,0,1,75.76,13.94,68.65,17.54,68.42,2.81,82.67,12.85,14.09,15.15
MTM,03/11/2015,0,0,0,1,75.82,13.57,68.54,17.05,68.45,2.78,82.20,12.93,13.77,15.15
MTM,03/11/2015,0,0,0,1,75.94,17.75,68.42,19.09,68.37,2.78,81.18,14.05,14.11,15.15
MTM,03/11/2015,0,0,0,1,75.94,17.75,68.42,19.09,68.37,2.78,81.18,14.05,14.23,15.15
SEL,01/09/2015,1,0,0,1,78.64,18.82,66.48,15.95,70.66,2.93,78.80,9.55,13.14,15.25
SEL,01/09/2015,1,0,0,1,78.65,17.41,66.62,14.78,70.73,2.94,79.11,10.22,13.38,15.25
SEL,01/09/2015,1,0,0,1,78.70,16.82,66.67,14.28,70.90,3.01,78.62,10.74,13.58,15.25
SEL,01/09/2015,1,0,0,1,78.84,16.32,66.66,13.82,71.16,3.15,78.15,10.91,13.31,15.25
WFF,22/05/2016,1,1,0,0,81.62,1.31,66.29,1.52,76.42,4.13,60.46,16.57,13.13,15.72
WFF,22/05/2016,1,1,0,0,81.67,1.31,66.33,1.48,76.50,4.12,60.76,16.46,13.44,15.72
WT,02/03/2016,1,1,0,0,75.46,1.25,65.20,1.90,69.67,3.54,55.05,22.80,13.39,14.92
WT,02/03/2016,1,1,0,0,75.52,1.16,65.33,1.88,69.76,3.61,54.56,22.83,13.49,14.92
YTMZ,14/03/2016,1,1,0,0,80.42,1.66,65.29,1.48,74.95,3.85,57.37,16.99,13.2,15.95
YTMZ,14/03/2016,1,1,0,0,80.26,6.80,65.34,5.57,74.93,3.83,55.35,17.11,12.91,15.95
YTMZ,14/03/2016,1,0,1,0,80.18,6.37,65.44,5.26,74.99,3.73,54.23,17.22,13.38,15.95
CBZ,28/01/2016,1,1,0,0,77.73,1.93,64.76,2.22,67.29,4.74,55.84,18.93,13.21,15.27
CJQ,13/05/2016,0,1,0,0,82.47,1.31,65.86,1.40,77.64,3.58,54.81,15.01,13.37,16.23
CJQ,13/05/2016,0,1,0,0,82.42,1.31,65.93,1.44,77.59,3.45,54.11,15.85,13.37,16.23
CJQ,13/05/2016,0,0,1,0,81.38,1.68,66.34,1.43,75.71,4.13,63.20,16.29,13.2,16.23
CTL,16/04/2016,0,1,0,0,82.01,0.95,65.41,1.59,77.29,3.05,48.75,18.99,13.16,15.68
WFF,22/05/2016,1,1,0,0,81.67,1.31,66.33,1.48,76.50,4.12,60.76,16.46,13.09,15.7
WFF,22/05/2016,1,1,0,0,81.69,1.27,66.49,1.46,76.48,3.97,61.29,16.13,13.45,15.7
WT,03/03/2016,1,1,0,0,75.54,1.24,65.20,1.83,69.73,3.82,52.32,23.16,13.57,14.91
WT,03/03/2016,1,1,0,0,75.70,1.38,65.10,1.79,69.83,3.97,53.23,23.05,13.74,14.91
WT,03/03/2016,1,1,0,0,75.60,1.43,65.15,1.71,69.70,4.04,53.65,22.85,13.21,14.91
YTMZ,20/03/2016,1,1,0,0,79.42,12.16,65.89,10.16,75.12,3.37,44.81,14.19,13.28,16.3
YTMZ,20/03/2016,1,1,0,0,79.75,10.03,65.70,8.34,75.57,3.20,47.27,16.96,13.3,16.3
YTMZ,20/03/2016,1,1,0,0,80.12,8.77,65.71,7.26,75.95,3.09,48.11,17.17,13.53,16.3
YTMZ,20/03/2016,1,1,0,0,80.19,7.89,65.51,6.52,75.63,3.31,47.57,17.95,13.29,16.3
CBL,23/02/2016,0,1,0,0,76.62,2.11,65.55,1.71,71.56,4.69,54.60,19.38,13.15,15.3
CBL,23/02/2016,0,0,1,0,76.61,21.23,65.51,18.19,70.89,3.85,59.05,20.02,13.14,15.3
CBL,23/02/2016,0,0,1,0,76.23,16.89,65.39,14.53,70.48,3.86,57.43,21.22,13.82,15.3
CBL,23/02/2016,0,0,0,1,76.37,14.15,65.56,12.19,70.82,4.04,55.11,22.05,12.56,15.3
CBZ,29/01/2016,1,1,0,0,76.83,28.71,64.93,24.33,65.68,5.25,51.24,21.92,13.27,15.26
CJQ,14/05/2016,1,0,1,0,81.31,1.69,66.39,1.43,75.59,4.17,64.02,16.10,13.68,16.32
CJQ,14/05/2016,1,0,1,0,81.35,1.67,66.40,1.42,75.68,4.18,63.86,16.10,13.35,16.32
CJQ,14/05/2016,1,0,1,0,81.39,1.64,66.46,1.42,75.73,4.11,63.87,15.96,13.4,16.32
CTL,18/04/2016,0,1,0,0,81.97,0.91,65.29,1.72,77.27,2.80,50.00,19.75,12.58,15.56
CTL,18/04/2016,0,1,0,0,82.07,0.91,65.60,1.65,77.85,2.88,49.51,19.12,13.26,15.56
MTM,04/12/2015,0,1,0,0,78.76,0.81,66.81,1.43,71.37,2.83,73.76,12.69,14.55,15.12
MTM,04/12/2015,0,0,1,0,77.89,1.46,67.00,1.23,70.15,3.62,78.03,12.62,13.6,15.12
MTM,04/12/2015,0,0,0,1,77.61,10.44,66.74,9.07,69.24,3.61,72.70,17.54,13.68,15.12
WFF,23/05/2016,1,1,0,0,81.85,1.26,66.41,1.46,76.61,4.02,61.42,16.31,13.57,15.69
WT,06/03/2016,1,1,0,0,75.69,1.67,65.07,1.52,69.65,4.35,55.64,22.24,12.85,14.97
WT,06/03/2016,1,1,0,0,75.59,1.67,65.14,1.50,69.60,4.32,53.29,23.10,12.82,14.97
YTMZ,20/03/2016,1,1,0,0,80.12,8.77,65.71,7.26,75.95,3.09,48.11,17.17,13.66,16.18
YTMZ,20/03/2016,1,1,0,0,80.19,7.89,65.51,6.52,75.63,3.31,47.57,17.95,12.67,16.18
YTMZ,20/03/2016,1,1,0,0,79.52,23.41,65.33,19.24,74.50,4.08,46.37,18.35,12.86,16.18
BER,05/07/2016,1,0,1,0,78.82,1.01,67.71,1.94,71.58,2.42,79.52,10.13,13.94,15.68
BER,05/07/2016,1,0,1,0,78.93,1.04,67.69,1.89,71.78,2.60,78.96,10.98,13.9,15.68
BER,05/07/2016,1,0,1,0,79.09,1.19,67.57,1.93,71.97,2.70,78.38,11.14,14.57,15.68
CBZ,30/01/2016,1,1,0,0,76.38,31.82,64.59,26.98,64.83,5.14,48.81,22.58,13.14,15.08
