Var1,Var2,Var3,Var4a,Var4b,Var4c,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Ex.KLD Dryer
YTMZ,21/12/2017,1,1,0,0,78.60,1.40,65.52,1.10,66.63,4.17,64.94,18.97,13.64,14.42
YTMZ,21/12/2017,1,1,0,0,78.58,1.26,65.77,1.40,66.17,4.16,65.84,20.12,13.19,14.42
YTMZ,21/12/2017,1,1,0,0,78.48,1.27,65.81,1.44,65.88,4.26,65.56,20.18,13.98,14.42
YTMZ,21/12/2017,1,0,1,0,80.13,27.86,65.75,1.53,65.31,4.43,65.33,20.01,13.4,14.42
SFM,10/06/2017,1,1,0,0,80.21,1.25,64.56,0.88,71.60,2.71,79.24,9.65,13.84,13.72
SFM,11/06/2017,1,1,0,0,81.06,1.77,65.12,1.38,71.67,2.33,82.86,10.56,13.65,14.28
SFM,11/06/2017,1,1,0,0,81.53,1.76,65.40,1.39,72.40,2.75,82.52,10.85,12.97,14.28
SFM,12/06/2017,1,1,0,0,82.16,1.57,66.02,1.22,72.65,2.70,85.60,9.80,13.92,14.29
SFM,12/06/2017,1,1,0,0,82.34,1.60,65.37,1.81,73.46,3.41,81.06,12.78,13.19,14.29
SFM,13/06/2017,1,1,0,0,82.58,1.46,65.02,1.95,74.46,3.60,76.93,13.27,13.27,14.21
SFM,14/06/2017,1,1,0,0,82.68,1.59,64.06,2.07,75.07,4.06,72.00,13.21,13.53,14.33
SFM,14/06/2017,1,1,0,0,82.66,1.42,64.06,1.47,74.43,3.70,73.24,12.01,12.85,14.33
CRK,22/04/2017,1,1,0,0,81.55,1.01,68.37,34.44,75.77,3.53,51.80,18.36,13.71,16.73
CJQ,06/09/2017,1,1,0,0,81.27,1.00,67.34,0.63,74.16,3.32,82.31,12.21,13.62,15.16
CJQ,06/09/2017,1,0,1,0,81.37,1.00,67.23,0.78,74.29,3.34,81.21,12.47,13.52,15.16
SFM,15/06/2017,1,1,0,0,81.97,1.21,64.44,0.49,72.61,2.97,79.88,10.60,13.46,14.19
CJQ,09/09/2017,1,1,0,0,81.39,0.99,67.08,0.85,74.80,3.14,79.09,12.17,13.19,15.03
CJQ,09/09/2017,1,1,0,0,81.51,0.97,67.02,1.00,74.78,3.31,78.88,13.09,12.86,15.03
SFM,15/06/2017,1,1,0,0,81.97,1.21,64.44,0.49,72.61,2.97,79.88,10.60,13.95,14.32
CJQ,12/09/2017,0,1,0,0,82.03,0.80,66.78,1.16,75.40,3.68,75.71,14.02,13.61,15.02
CJQ,12/09/2017,0,1,0,0,81.92,0.81,66.72,1.04,74.71,3.63,77.13,13.16,13.57,15.02
CJQ,12/09/2017,0,1,0,0,81.31,23.12,66.57,18.94,73.45,3.65,78.39,11.92,13.24,15.02
SFM,16/06/2017,1,1,0,0,81.56,1.34,64.70,0.71,71.63,2.54,83.02,9.00,13.2,14.2
CJQ,14/09/2017,1,1,0,0,80.99,26.71,66.45,21.92,72.53,3.31,79.89,11.48,13.44,14.94
CJQ,14/09/2017,1,1,0,0,80.73,24.59,66.23,20.19,72.31,3.35,79.29,12.07,13.63,14.94
SFM,17/06/2017,1,1,0,0,81.83,1.71,64.58,0.88,71.83,2.85,80.76,9.80,13.7,14.26
SFM,17/06/2017,1,1,0,0,81.47,1.44,64.65,0.72,72.33,2.93,79.76,10.87,14.13,14.26
SFM,17/06/2017,1,1,0,0,81.47,1.44,64.65,0.72,72.33,2.93,79.76,10.87,13.81,14.25
CJQ,19/09/2017,1,1,0,0,79.53,1.12,66.20,1.52,71.13,3.27,76.30,13.27,14,14.65
SFM,18/06/2017,1,1,0,0,80.59,1.01,65.55,1.17,72.15,2.78,83.33,12.10,13.84,14.2
CJQ,21/09/2017,0,1,0,0,80.11,1.32,66.83,1.17,71.36,2.81,78.29,10.36,13.77,15.02
CJQ,21/09/2017,0,1,0,0,80.27,1.41,66.28,1.61,72.19,3.12,77.99,11.68,13.12,15.02
CJQ,21/09/2017,0,1,0,0,80.37,1.39,66.49,1.56,72.38,2.98,78.28,11.39,13.96,15.02
SFM,19/06/2017,1,1,0,0,79.92,0.92,66.34,1.18,71.83,2.88,85.12,12.46,13.5,14.19
SFM,19/06/2017,1,1,0,0,79.92,0.92,66.34,1.18,71.83,2.88,85.12,12.46,13.88,14.27
SFM,19/06/2017,1,1,0,0,79.93,1.04,66.31,1.20,71.99,3.15,81.11,14.51,13.43,14.27
SFM,19/06/2017,1,1,0,0,79.92,1.04,66.37,1.14,72.03,3.17,80.11,14.60,14.26,14.27
CJQ,25/09/2017,0,1,0,0,80.20,1.32,67.16,0.98,72.52,2.42,81.48,9.89,14.66,14.98
CJQ,25/09/2017,0,1,0,0,80.20,1.32,67.16,0.98,72.52,2.42,81.48,9.89,14.33,14.98
CJQ,25/09/2017,0,0,1,0,79.81,27.16,67.35,22.91,72.85,2.85,81.79,11.12,13.86,14.98
SFM,20/06/2017,1,1,0,0,79.87,1.12,66.37,1.17,72.21,3.36,77.51,14.81,13.31,14.31
SFM,21/06/2017,1,1,0,0,79.99,1.18,66.36,1.09,72.37,3.55,75.51,14.50,13.37,14.41
CJQ,03/10/2017,1,0,1,0,80.43,1.18,67.42,0.68,73.42,2.95,83.61,11.80,13.59,14.93
SFM,22/06/2017,1,1,0,0,80.01,1.20,66.51,0.94,72.56,3.57,77.75,13.41,13.21,14.32
CJQ,10/10/2017,1,1,0,0,80.77,1.39,67.47,0.64,73.01,2.92,82.81,11.72,13.3,14.88
CJQ,10/10/2017,1,1,0,0,80.77,1.40,67.53,0.61,72.79,2.89,83.60,10.98,14.4,14.88
CJQ,10/10/2017,1,1,0,0,80.58,1.48,67.54,0.59,72.57,2.79,84.63,10.68,13.64,14.88
SFM,23/06/2017,1,1,0,0,80.08,1.27,66.49,0.96,72.76,3.72,78.07,12.85,13.42,14.22
CJQ,12/10/2017,1,1,0,0,80.38,1.61,67.65,0.51,72.19,2.36,86.25,8.98,14.01,14.72
CJQ,12/10/2017,1,1,0,0,79.72,27.15,67.75,23.03,71.80,2.37,86.79,8.49,14.11,14.72
SFM,23/06/2017,1,1,0,0,79.79,1.25,66.52,0.96,72.47,3.48,77.29,12.59,12.59,14.2
CJQ,14/10/2017,1,1,0,0,78.92,32.84,67.80,28.19,71.38,2.22,87.98,7.85,14.49,14.61
CJQ,14/10/2017,1,1,0,0,78.91,29.43,67.77,25.26,71.48,2.17,86.07,9.52,14,14.61
SFM,24/06/2017,1,1,0,0,79.61,1.22,66.64,0.86,72.37,3.33,77.76,11.96,13.62,14.21
CJQ,16/10/2017,1,1,0,0,78.61,0.97,67.17,1.36,71.29,2.29,80.83,13.15,13.38,14.75
CJQ,16/10/2017,1,1,0,0,78.61,1.00,66.74,1.51,71.18,2.77,77.06,15.52,13.67,14.75
SFM,24/06/2017,1,1,0,0,79.61,1.22,66.64,0.86,72.37,3.33,77.76,11.96,13.76,14.41
CJQ,18/10/2017,1,1,0,0,78.67,1.03,65.99,1.52,71.04,3.26,72.79,16.88,15,14.57
CJQ,18/10/2017,1,1,0,0,79.03,1.29,66.29,1.47,71.35,3.24,72.71,15.58,12.81,14.57
SFM,24/06/2017,1,1,0,0,79.53,1.11,66.59,0.89,72.13,3.26,77.49,11.78,13.58,14.36
SFM,24/06/2017,0,1,0,0,79.55,1.07,66.49,1.01,72.06,3.27,76.80,12.45,13.77,14.22
SFM,24/06/2017,0,0,0,1,79.13,14.99,66.77,12.68,71.90,3.16,76.78,14.37,13.32,14.22
CJQ,21/10/2017,1,1,0,0,78.50,1.55,65.71,1.72,70.42,3.91,68.92,16.35,13.13,14.52
CJQ,21/10/2017,1,1,0,0,78.55,1.47,65.72,1.65,70.69,3.67,69.14,16.20,13.19,14.52
CJQ,21/10/2017,1,1,0,0,78.84,1.56,65.81,1.59,71.14,3.61,70.75,15.95,13.72,14.52
SFM,26/06/2017,1,0,0,1,79.04,15.38,66.82,13.05,71.78,3.12,76.79,14.50,13.18,14.25
CJQ,23/10/2017,1,1,0,0,78.19,1.06,65.75,1.37,70.35,3.84,68.67,16.59,13.58,14.59
SFM,11/07/2017,1,1,0,0,79.13,1.13,67.03,1.15,71.04,2.70,80.79,12.26,14.18,14.24
SFM,11/07/2017,1,1,0,0,82.33,25.16,66.86,1.17,70.92,2.66,79.27,12.04,12.74,14.24
SFM,12/07/2017,0,1,0,0,83.73,30.71,66.89,1.20,70.68,2.55,77.62,11.51,14,14.17
SFM,12/07/2017,0,0,0,1,79.56,18.80,66.71,13.02,71.83,3.30,75.15,13.01,13.25,14.17
CJQ,25/10/2017,1,1,0,0,79.99,1.37,66.18,1.23,72.93,2.70,77.19,13.06,14.91,14.6
CJQ,25/10/2017,1,1,0,0,79.93,1.36,66.35,1.28,71.95,3.29,79.43,12.17,13.37,14.6
SFM,13/07/2017,1,0,0,1,79.62,19.37,66.68,13.39,71.90,3.33,74.91,13.04,13.84,14.3
SFM,13/07/2017,1,0,0,1,79.69,18.83,66.69,13.01,71.99,3.34,74.82,13.06,13.84,14.3
CJQ,26/10/2017,1,1,0,0,79.74,1.31,66.12,1.42,70.93,3.27,75.98,12.00,14.07,14.64
CJQ,26/10/2017,1,1,0,0,78.79,26.81,66.33,22.59,70.47,3.23,73.77,13.57,12.76,14.64
SFM,14/07/2017,1,0,0,1,79.10,15.87,66.70,13.39,72.07,3.36,74.74,13.18,13.35,14.29
CJQ,27/10/2017,1,1,0,0,78.46,29.26,66.27,24.74,70.35,3.15,71.80,13.49,14.03,14.65
CJQ,27/10/2017,1,1,0,0,78.28,26.63,66.11,22.52,69.92,3.17,72.20,12.83,14.04,14.65
CJQ,27/10/2017,1,1,0,0,77.90,22.89,65.78,19.37,69.66,2.97,73.33,12.70,13.38,14.65
SFM,29/07/2017,1,1,0,0,80.87,1.00,66.84,0.70,73.43,3.17,73.48,13.43,12.18,14.11
SFM,29/07/2017,1,1,0,0,80.75,1.02,66.67,0.93,73.39,2.83,73.07,12.37,13.55,14.11
CJQ,30/10/2017,1,1,0,0,77.31,0.73,65.47,1.44,68.62,2.49,76.27,10.82,13.59,14.75
CJQ,30/10/2017,1,1,0,0,77.55,0.93,65.43,1.48,68.89,2.56,75.71,11.22,13.44,14.75
SFM,29/07/2017,1,1,0,0,80.75,1.02,66.67,0.93,73.39,2.83,73.07,12.37,14.6,14.14
SFM,29/07/2017,1,1,0,0,80.82,1.00,66.59,0.90,73.62,2.79,72.24,12.47,14.21,14.14
CJQ,31/10/2017,1,1,0,0,77.59,1.00,65.25,1.44,69.05,2.52,74.90,11.58,13.82,14.61
CJQ,31/10/2017,1,1,0,0,77.71,1.00,65.48,1.45,69.15,2.37,76.37,11.43,12.99,14.61
SFM,30/07/2017,1,1,0,0,80.79,0.99,66.46,0.96,73.71,2.58,71.62,11.91,13.7,14.23
CJQ,02/11/2017,1,1,0,0,77.79,0.91,66.55,1.73,69.78,2.26,80.18,12.29,13.83,14.53
SFM,30/07/2017,1,1,0,0,80.79,0.99,66.46,0.96,73.71,2.58,71.62,11.91,13.53,14.19
SFM,30/07/2017,1,1,0,0,81.06,1.03,66.03,1.10,74.14,3.05,68.92,13.65,13.56,14.19
CJQ,04/11/2017,1,1,0,0,77.60,0.82,67.52,1.05,69.84,1.96,85.84,8.53,14.45,14.56
CJQ,04/11/2017,1,1,0,0,77.61,0.79,67.64,0.93,69.79,2.13,86.26,9.03,13.5,14.56
CJQ,04/11/2017,1,1,0,0,77.68,0.86,67.46,1.15,69.81,2.29,84.53,10.69,13.68,14.56
SFM,31/07/2017,1,1,0,0,81.28,0.96,65.80,1.03,74.54,3.24,67.05,14.37,13.5,14.22
CJQ,06/11/2017,1,1,0,0,77.57,0.62,68.00,0.00,69.98,2.67,87.26,9.50,15.04,14.58
CJQ,06/11/2017,1,1,0,0,77.71,0.80,67.58,1.09,69.95,2.74,84.05,11.95,13.73,14.58
CJQ,06/11/2017,1,1,0,0,77.77,0.80,67.21,1.47,69.63,2.92,80.69,14.06,13.65,14.58
CJQ,06/11/2017,1,1,0,0,77.80,0.80,67.03,1.44,69.44,2.91,79.38,14.44,13.92,14.58
CJQ,07/11/2017,1,1,0,0,77.87,0.84,66.79,1.52,69.22,2.91,77.48,14.96,13.59,14.63
CJQ,07/11/2017,1,1,0,0,77.21,1.16,66.18,1.81,68.55,3.48,76.16,14.02,13.95,14.63
SFM,31/07/2017,1,1,0,0,81.37,0.99,65.60,1.09,74.26,3.46,67.32,14.85,12.79,14.26
CJQ,08/11/2017,1,1,0,0,77.14,1.20,65.88,1.78,68.37,3.58,74.27,13.66,13.99,14.59
CJQ,08/11/2017,1,1,0,0,77.21,1.16,66.17,1.80,68.71,3.48,74.56,13.11,13.67,14.59
SFM,01/08/2017,1,1,0,0,81.57,0.96,65.19,0.97,74.36,3.80,65.69,15.65,13.47,14.19
CJQ,13/11/2017,1,1,0,0,77.24,0.75,67.44,1.03,70.29,2.77,73.48,11.35,13.93,14.27
CJQ,13/11/2017,1,1,0,0,78.42,1.39,67.30,1.10,71.12,2.68,74.22,11.08,13.81,14.27
CJQ,13/11/2017,1,0,1,0,78.51,21.74,67.06,18.57,71.48,2.69,74.49,12.31,13.55,14.27
CJQ,13/11/2017,1,0,1,0,78.64,20.63,66.92,17.57,71.47,2.70,74.65,12.29,13.45,14.27
SFM,01/08/2017,1,1,0,0,81.57,0.96,65.19,0.97,74.36,3.80,65.69,15.65,13.46,14.16
SFM,01/08/2017,1,1,0,0,81.48,0.95,65.73,1.29,74.03,3.72,68.13,15.04,13.14,14.16
CJQ,14/11/2017,1,0,1,0,78.88,21.83,66.91,18.54,71.68,2.51,75.15,12.13,13.46,14.19
CJQ,14/11/2017,1,0,1,0,78.81,20.67,66.71,17.53,71.45,2.98,74.67,12.76,13.54,14.19
SFM,02/08/2017,1,1,0,0,81.43,0.97,66.01,1.40,73.55,3.64,70.43,14.41,13.9,14.26
CJQ,15/11/2017,1,0,1,0,78.97,21.86,66.55,18.45,71.54,3.09,74.46,13.15,13.28,14.24
CJQ,20/11/2017,1,1,0,0,78.72,1.42,65.39,1.31,70.72,3.75,72.05,16.07,13.13,14.21
CJQ,20/11/2017,1,1,0,0,78.68,1.45,65.37,1.24,70.52,3.61,71.71,15.88,13.33,14.21
SFM,05/08/2017,1,0,1,0,80.45,18.36,66.63,15.22,72.55,2.72,79.49,12.21,13.41,14.26
SFM,05/08/2017,1,0,1,0,80.37,17.72,66.64,14.70,72.45,2.75,79.83,12.29,12.81,14.26
SFM,05/08/2017,1,0,1,0,80.37,17.72,66.64,14.70,72.45,2.75,79.83,12.29,13.55,14.27
CJQ,24/11/2017,1,1,0,0,77.53,1.18,66.09,1.89,69.03,3.17,75.41,14.43,13.5,14.27
CJQ,24/11/2017,1,0,1,0,77.42,1.16,66.60,2.29,68.92,3.04,76.92,14.23,14.39,14.27
CJQ,29/11/2017,1,1,0,0,77.38,1.06,68.11,2.77,68.93,2.51,81.29,13.74,13.85,14.19
CJQ,29/11/2017,1,1,0,0,77.55,1.12,67.76,2.61,68.39,2.44,80.73,12.27,13.82,14.19
CJQ,30/11/2017,1,1,0,0,77.37,1.07,68.69,2.31,68.08,2.12,85.46,7.64,13.9,14.19
CJQ,30/11/2017,1,1,0,0,78.01,26.57,67.97,23.21,68.03,2.34,83.20,8.69,14.18,14.19
SFM,19/08/2017,1,1,0,0,79.41,1.25,67.26,1.00,72.11,3.12,80.68,12.75,14.23,14.41
SFM,19/08/2017,1,1,0,0,79.60,1.31,67.23,0.99,72.20,3.18,80.95,13.31,14.21,14.41
CJQ,02/12/2017,1,1,0,0,78.96,29.47,66.11,24.68,67.79,2.52,79.50,9.75,14.46,14.81
CJQ,02/12/2017,1,1,0,0,78.80,26.83,65.92,22.45,68.16,2.71,78.89,10.99,14.34,14.81
SFM,22/08/2017,1,1,0,0,80.06,1.28,67.06,0.99,72.42,3.15,82.07,14.90,14.86,14.32
SFM,22/08/2017,1,1,0,0,80.00,1.16,67.17,0.85,72.17,2.95,82.83,13.36,13.28,14.32
CJQ,02/12/2017,0,1,0,0,78.70,24.77,65.69,20.69,68.00,3.34,77.32,12.36,13.62,14.34
CJQ,02/12/2017,0,1,0,0,78.77,23.17,65.55,19.29,67.56,3.82,74.14,16.30,13.89,14.34
CJQ,02/12/2017,0,0,1,0,78.91,19.78,65.70,16.49,67.31,3.98,69.99,17.81,13.71,14.34
CJQ,02/12/2017,0,0,1,0,78.95,18.93,65.68,15.77,67.50,3.96,70.17,17.54,13.52,14.34
CJQ,02/12/2017,0,0,1,0,78.79,17.47,65.56,14.55,67.70,3.90,70.44,17.46,13.51,14.34
SFM,23/08/2017,1,1,0,0,80.12,1.11,67.25,0.75,72.11,2.98,83.19,12.75,13.85,14.34
SFM,23/08/2017,1,1,0,0,79.46,1.29,67.51,0.66,72.03,2.71,83.90,10.85,14.02,14.34
CJQ,05/12/2017,1,0,1,0,78.77,1.47,65.33,1.31,67.74,4.26,67.70,18.56,13.59,14.21
CJQ,05/12/2017,1,0,1,0,78.76,1.48,65.36,1.29,67.79,4.22,67.97,18.50,13.56,14.21
SFM,24/08/2017,1,1,0,0,79.17,1.15,67.64,0.45,71.86,2.42,84.52,8.80,14.14,14.41
WFP,13/07/2017,1,1,0,0,81.61,25.25,66.96,1.11,69.90,2.47,78.49,10.02,13.49,14.36
CJQ,06/12/2017,1,0,1,0,78.71,1.49,65.38,1.32,67.72,4.32,66.83,18.54,13.53,14.11
CJQ,06/12/2017,1,0,1,0,78.53,17.41,65.34,14.50,67.24,4.37,66.76,17.89,13.31,14.11
SFM,24/08/2017,1,1,0,0,79.05,1.17,67.64,0.46,71.84,2.35,84.06,8.35,13.68,14.34
WFP,14/07/2017,0,1,0,0,78.09,29.11,66.90,24.96,70.47,2.68,76.83,10.94,13.96,14.38
WFP,14/07/2017,0,0,1,0,78.40,19.59,67.04,16.77,71.22,3.03,77.20,11.91,13.16,14.38
CJQ,15/12/2017,1,1,0,0,78.02,29.10,65.31,24.37,66.29,4.20,67.57,16.17,13.38,14.14
CJQ,15/12/2017,1,1,0,0,78.03,26.55,65.46,22.29,66.32,4.26,67.87,16.15,13.23,14.14
SFM,26/08/2017,1,1,0,0,79.28,1.26,67.45,0.63,72.05,2.47,82.17,8.17,14.06,14.39
WFP,15/07/2017,0,0,1,0,78.57,19.64,66.86,16.73,71.61,3.08,76.39,12.30,13.86,14.4
WFP,15/07/2017,0,0,1,0,79.05,16.90,66.65,14.26,72.18,3.34,74.59,13.28,13.91,14.4
CJQ,19/12/2017,1,1,0,0,78.07,1.09,65.97,0.96,66.48,4.47,69.05,16.03,13.91,14.31
CJQ,19/12/2017,1,1,0,0,78.40,1.21,65.63,1.11,66.21,4.72,68.05,17.15,13.93,14.31
SFM,28/08/2017,1,1,0,0,79.69,1.15,67.23,0.69,72.05,2.42,81.26,7.19,14.15,14.23
SFM,28/08/2017,1,1,0,0,79.96,1.21,67.07,0.86,72.53,2.81,80.62,9.15,13.57,14.23
WFP,23/07/2017,1,1,0,0,80.14,1.20,66.11,1.17,73.39,3.46,70.73,14.19,13.63,14.33
CJQ,20/12/2017,1,1,0,0,78.78,1.24,65.51,0.95,66.74,4.54,65.29,18.29,13.42,14.28
CJQ,20/12/2017,1,1,0,0,78.66,1.42,65.64,1.00,66.90,4.23,65.29,19.28,13.68,14.28
SFM,29/08/2017,1,1,0,0,80.30,1.09,66.86,0.92,72.92,2.97,80.02,10.28,13.08,14.2
CJQ,20/12/2017,1,1,0,0,78.63,1.36,65.46,1.12,66.46,4.38,65.46,18.79,13.43,14.3
SFM,30/08/2017,1,1,0,0,80.71,1.09,67.01,0.93,73.86,3.31,79.17,13.13,14.25,14.16
WFP,29/07/2017,1,1,0,0,81.12,1.05,66.03,1.15,73.91,3.25,69.62,14.19,13.43,14.41
WFP,29/07/2017,1,1,0,0,81.15,1.03,66.16,1.19,73.83,3.30,70.18,13.97,13.69,14.41
CJQ,21/12/2017,1,1,0,0,78.60,1.40,65.52,1.10,66.63,4.17,64.94,18.97,13.58,14.27
CJQ,21/12/2017,1,1,0,0,78.58,1.26,65.77,1.40,66.17,4.16,65.84,20.12,13.33,14.27
SFM,31/08/2017,1,1,0,0,80.90,1.01,67.29,0.70,74.21,3.32,79.00,14.12,13.83,14.12
SFM,31/08/2017,1,1,0,0,81.10,0.93,67.38,0.61,73.73,2.73,79.62,13.14,13.83,14.12
WFP,03/08/2017,1,1,0,0,81.30,0.89,66.81,1.18,73.38,3.48,73.00,12.39,13.93,14.42
CJQ,23/12/2017,1,1,0,0,78.55,1.11,65.75,1.61,65.57,4.23,66.56,20.26,13.56,14.28
CJQ,23/12/2017,1,1,0,0,78.42,1.16,65.81,1.62,65.29,4.31,66.03,20.33,13.97,14.28
CJQ,23/12/2017,1,1,0,0,81.50,35.88,65.53,1.68,64.85,4.55,65.19,20.14,13.84,14.28
SFM,31/08/2017,1,1,0,0,81.10,0.93,67.38,0.61,73.73,2.73,79.62,13.14,13.82,14.13
WFP,03/08/2017,1,1,0,0,80.87,34.45,66.53,28.36,72.90,3.01,74.84,11.61,13.73,14.38
CJQ,26/12/2017,1,1,0,0,84.30,50.58,65.27,1.69,64.12,4.86,62.21,22.05,13.14,14.37
CJQ,26/12/2017,1,1,0,0,82.65,43.90,65.40,1.65,64.08,4.72,62.88,21.55,13.54,14.37
SFM,01/09/2017,1,1,0,0,81.16,0.88,67.47,0.49,73.90,3.75,83.14,12.73,13.42,14.41
WFP,03/08/2017,1,1,0,0,80.87,34.45,66.53,28.36,72.90,3.01,74.84,11.61,14.01,14.57
CJQ,27/12/2017,1,1,0,0,84.17,50.59,65.33,1.69,63.60,4.66,63.27,19.73,13.61,14.53
CJQ,27/12/2017,1,1,0,0,82.47,43.92,65.72,1.70,64.01,4.50,64.57,19.81,13.61,14.53
SFM,01/09/2017,1,1,0,0,81.06,27.58,67.44,22.93,73.78,3.28,82.83,12.50,13.47,14.14
WFP,05/08/2017,1,1,0,0,80.79,1.06,65.84,1.33,73.20,3.15,72.67,12.24,13.59,14.34
SFM,02/09/2017,1,1,0,0,80.98,27.55,67.43,22.93,73.66,3.53,84.50,12.31,13.51,14.11
TF,27/06/2017,1,1,0,0,78.96,1.03,66.61,1.31,71.46,3.34,74.19,14.28,14.52,14.83
WFP,06/08/2017,1,1,0,0,80.89,0.94,65.55,1.16,73.31,3.10,71.71,11.07,13.85,14.34
WFP,06/08/2017,1,1,0,0,80.77,0.94,66.20,1.24,72.98,2.72,76.17,11.84,13.63,14.34
WM,13/10/2017,1,1,0,0,79.48,29.66,67.77,25.26,71.57,2.37,87.48,7.91,13.74,14.19
WM,13/10/2017,1,1,0,0,79.34,27.01,67.76,23.04,71.61,2.30,86.05,9.22,14.17,14.19
WM,13/10/2017,1,0,1,0,79.07,21.89,67.03,18.57,71.40,2.71,81.08,14.18,12.64,14.19
SFM,05/09/2017,1,1,0,0,81.39,1.14,67.51,0.52,73.86,3.29,82.92,12.26,12.86,14.01
TF,27/06/2017,1,0,1,0,78.82,21.81,66.87,18.53,71.88,3.20,76.23,15.51,14.03,14.79
TF,27/06/2017,1,0,1,0,78.81,20.67,66.91,17.58,71.80,3.23,76.73,15.48,13.94,14.79
WFP,06/08/2017,1,1,0,0,80.94,0.94,66.10,1.19,73.27,2.74,74.68,13.29,13.35,14.38
WM,14/10/2017,1,1,0,0,78.79,23.16,66.93,19.69,71.29,2.70,80.38,14.73,14.45,14.2
WM,14/10/2017,1,0,1,0,78.97,21.86,66.96,18.55,71.41,2.75,79.39,14.54,12.77,14.2
TF,27/06/2017,1,0,1,0,78.87,19.70,66.93,16.75,71.82,3.23,76.84,15.39,13.9,14.73
SFM,06/09/2017,1,1,0,0,81.29,1.01,67.45,0.53,73.57,3.44,84.04,12.10,12.88,14.03
SFM,06/09/2017,1,1,0,0,81.16,0.96,67.37,0.66,73.81,3.16,83.40,11.78,14.08,14.03
TF,05/07/2017,1,1,0,0,79.06,1.20,67.16,1.06,71.58,3.32,79.29,14.56,13.67,14.91
WFP,08/08/2017,1,1,0,0,81.21,0.87,66.41,1.08,73.24,2.63,77.69,14.47,13.95,14.36
SFM,07/09/2017,1,1,0,0,81.20,0.91,67.35,0.67,74.05,3.08,82.36,11.75,13.56,14.09
TF,05/07/2017,1,1,0,0,79.07,1.08,66.99,1.14,71.62,3.14,78.70,13.93,13.64,14.79
WFP,09/08/2017,1,1,0,0,81.02,0.99,66.98,0.75,73.00,2.45,83.69,11.28,13.98,14.33
WM,21/10/2017,1,1,0,0,78.50,1.55,65.71,1.72,70.42,3.91,68.92,16.35,14.14,14.21
WM,21/10/2017,1,1,0,0,78.55,1.47,65.72,1.65,70.69,3.67,69.14,16.20,13.82,14.21
SFM,09/09/2017,1,0,1,0,81.05,18.72,66.64,15.41,73.44,3.48,79.20,12.12,13.83,14.08
TF,05/07/2017,1,1,0,0,79.07,1.08,66.99,1.14,71.62,3.14,78.70,13.93,13.78,14.74
WFP,10/08/2017,1,1,0,0,80.81,1.00,67.15,0.58,72.64,2.56,86.24,10.12,14,14.4
WM,23/10/2017,1,1,0,0,78.19,1.06,65.75,1.37,70.35,3.84,68.67,16.59,14.53,13.99
WM,23/10/2017,1,1,0,0,78.79,1.45,65.89,1.34,71.21,3.71,71.51,16.01,13.65,13.99
SFM,19/09/2017,1,1,0,0,79.36,1.04,65.84,1.60,71.14,3.51,74.74,14.31,13.35,14.27
TF,06/07/2017,1,1,0,0,79.24,1.07,66.88,1.14,71.85,2.98,77.67,13.54,14.28,14.76
TF,06/07/2017,1,1,0,0,79.12,1.12,67.04,1.06,71.69,2.84,78.25,12.91,14.05,14.76
WFP,10/08/2017,1,1,0,0,80.81,1.00,67.15,0.58,72.64,2.56,86.24,10.12,13.98,14.41
WFP,10/08/2017,1,1,0,0,80.51,1.03,66.76,0.79,72.16,2.35,82.69,9.71,14.31,14.41
WM,24/10/2017,1,1,0,0,79.34,1.42,65.95,1.35,72.21,2.79,73.50,14.92,14.95,13.96
WM,24/10/2017,1,1,0,0,79.52,1.42,66.14,1.36,71.80,3.10,76.22,14.20,14.04,13.96
SFM,20/09/2017,1,1,0,0,79.14,0.98,66.42,1.49,71.05,3.66,73.14,14.12,13.56,14.1
SFM,20/09/2017,1,1,0,0,79.51,1.16,66.68,1.30,71.08,3.23,76.29,12.71,13.3,14.1
SFM,20/09/2017,1,1,0,0,79.78,1.30,66.69,1.30,71.25,3.12,76.57,12.00,13.36,14.1
TF,06/07/2017,1,1,0,0,79.12,1.12,67.04,1.06,71.69,2.84,78.25,12.91,13.77,14.87
WFP,11/08/2017,0,1,0,0,80.08,25.95,66.84,21.66,72.09,2.54,81.16,10.52,14.43,14.46
WFP,11/08/2017,0,0,1,0,79.90,21.62,66.85,18.10,71.89,2.72,81.57,11.24,14.06,14.46
WFP,11/08/2017,0,0,1,0,79.79,18.22,67.00,15.30,72.03,2.86,81.33,12.00,14.47,14.46
WFP,11/08/2017,0,0,0,1,79.60,15.19,67.17,12.81,72.00,2.72,82.02,11.03,14.75,14.46
WM,25/10/2017,1,0,1,0,78.40,19.61,65.85,16.49,70.15,3.13,74.57,12.80,14.16,13.71
WM,25/10/2017,1,0,1,0,78.38,18.75,65.90,15.79,70.10,3.03,75.26,12.67,13.15,13.71
SFM,21/09/2017,1,0,1,0,80.12,21.03,66.77,17.54,72.61,3.04,79.52,11.68,14.86,14.32
SFM,21/09/2017,1,0,1,0,80.11,20.03,66.87,16.74,72.67,3.08,80.15,11.98,13.94,14.32
TF,07/07/2017,1,1,0,0,78.97,1.01,67.01,1.08,71.54,2.64,78.48,12.03,14.35,14.76
WFP,28/08/2017,0,1,0,0,79.69,1.15,67.23,0.69,72.05,2.42,81.26,7.19,14.02,14.25
